timesteps,X:VCD,X:Glc,X:Lac,X:Titer,W:Feed
0.0,0.75,50.0,0.0,0.0,0.0
1.0,2.083893336988898,48.73922107070047,1.8930838152463212,0.08474422851260159,0.0
2.0,5.067346416088848,45.46922825291517,6.803349792833476,1.8321463933308137,15.0
3.0,9.700998168028448,53.461171251022776,17.325670319062116,17.45268543252457,15.0
4.0,13.808835852497104,57.03038841840529,34.487246517925776,79.80588660557672,15.0
5.0,15.30512697665309,57.83699174243187,55.795835795296334,207.9115678201446,15.0
6.0,14.346966807721929,58.46340311758151,77.37478351754763,378.03109488767757,15.0
7.0,12.044545101050092,60.74015474289358,96.47572719991511,552.8292276347343,15.0
8.0,9.268962591481236,65.50362833436158,111.84274849980949,706.0849494132782,15.0
9.0,6.497915751245502,72.95435094799299,123.17490344230582,825.0656926101584,0.0
10.0,4.134784100960853,75.41882542416371,130.73354904700537,906.9088163843453,0.0
11.0,2.6506825128490155,72.22254147912683,135.5312228645926,959.7680106177735,0.0
12.0,1.7306129311879865,70.1547645357654,138.63506651977843,994.3155994053013,0.0
13.0,1.1432065511695881,68.79678839191861,140.67349673823577,1017.1483683080729,0.0
14.0,0.7608529283796743,67.89636682149879,142.02511718930316,1032.349344219952,0.0
0.0,0.6785714285714286,34.48979591836735,0.0,0.0,0.0
1.0,1.7882418695451865,33.497759773117764,1.6934580570473101,0.09279761163270309,16.632653061224488
2.0,4.197866164841867,39.18158379968747,5.897022174496003,1.3613322223015707,16.632653061224488
3.0,8.024606484655857,50.62009499710431,14.760391525541584,11.344886505251033,16.632653061224488
4.0,11.644249637655555,58.67865561216076,29.388593029708282,52.28927236583092,16.632653061224488
5.0,12.989020406401977,64.50229474124312,47.827980595831434,140.5961579864852,16.632653061224488
6.0,11.780327631246772,70.31266186967268,66.28877804594478,259.3251210897019,16.632653061224488
7.0,9.032982556876327,77.9143661034886,81.69288657721607,375.5879131278478,16.632653061224488
8.0,5.956851986938314,88.10689900312666,92.67703047605647,466.06146112269914,16.632653061224488
9.0,3.496495271581572,100.73117479331907,99.51314361635391,525.1008308953583,16.632653061224488
10.0,1.9290844755904624,115.08564001033827,103.3982341018014,559.5121702665116,0.0
11.0,1.0384515260949645,125.8969576070251,105.5137608534153,578.501989557713,0.0
12.0,0.5546547313461386,125.23197031699696,106.64771326447794,588.7503117163226,0.0
13.0,0.2952719021768026,124.87737539599865,107.25237808915796,594.2341048016712,0.0
14.0,0.15691681412948963,124.68877246718951,107.57398917080883,597.15618596249,0.0
0.0,0.576530612244898,32.04081632653061,0.0,0.0,0.0
1.0,1.696045953610509,31.11229055057243,1.2570277775090313,0.07478240784509994,12.142857142857142
2.0,4.475798278854103,32.990053331965804,4.753677752178248,1.2639312147458257,12.142857142857142
3.0,9.544466207759733,39.03911379335461,13.001572933908719,13.001861463188979,12.142857142857142
4.0,15.16531396381901,40.10185844259447,27.996695520031267,70.58783726161896,12.142857142857142
5.0,18.47074228676544,37.037803537375126,48.57761844666174,210.9075187039407,12.142857142857142
6.0,18.751854241389506,32.41633985913958,71.26974599282754,421.1963222355897,12.142857142857142
7.0,16.999519428238006,28.546474468864215,92.94898443035555,658.0917502549977,12.142857142857142
8.0,14.363996218092185,26.704208985507083,111.88639150472412,885.2096724093011,12.142857142857142
9.0,11.604576843178217,27.30321123979796,127.51874869050408,1083.6428215968845,12.142857142857142
10.0,9.100675836876158,30.259927809008932,139.9569546616572,1247.6241983466907,0.0
11.0,6.995347572971533,25.97984753374252,149.61055844105428,1378.0567228950367,0.0
12.0,5.306411384179855,20.53793167215064,156.982000300884,1478.6919325567635,0.0
13.0,3.9839077410901913,16.43325134188797,162.5451533648477,1554.9066628685762,0.0
14.0,2.966695184039032,13.365977772810337,166.70499077235368,1611.8217044951684,0.0
0.0,0.9846938775510203,43.46938775510204,0.0,0.0,0.0
1.0,2.9249576819091097,42.11575103737883,2.1824297539180297,0.16410550821115108,0.0
2.0,7.444332832191713,38.40470745766825,8.166083041116508,3.6737447861367745,15.204081632653061
3.0,14.420480064339324,34.28104672448483,21.321369967573112,35.32186247671071,15.204081632653061
4.0,20.570813332434895,36.13270037292429,42.85414584728475,154.34678831320295,15.204081632653061
5.0,23.127551374369286,34.63344313923112,69.79089068242651,387.79507845213914,15.204081632653061
6.0,22.33065010823708,32.55252740419164,97.66797157992207,693.7864209487878,15.204081632653061
7.0,19.648806069957416,31.875483763746413,123.28266885228646,1013.6154952487141,15.204081632653061
8.0,16.31282380897557,33.52447895437812,145.1452661433552,1308.0461540356737,15.204081632653061
9.0,13.028843938823913,37.694658596943526,162.939326203935,1559.5112502067666,15.204081632653061
10.0,10.102605608179564,44.212098634051955,176.9454542072082,1764.0166792193825,0.0
11.0,7.629152917195547,45.78852821788307,187.66054365335233,1924.0159855683603,0.0
12.0,5.731307831914585,40.788789446857486,195.7213811855037,2045.8920299168972,0.0
13.0,4.294304959498489,37.03759971276014,201.77002614645346,2138.039188646103,0.0
14.0,3.2079190607230106,34.231330813861874,206.29555670809924,2207.3227092050593,0.0
0.0,0.5153061224489796,32.857142857142854,0.0,0.0,0.0
1.0,1.3283920087753476,31.895276825078458,1.2591174351446812,0.043881461280180965,0.0
2.0,3.138891683299708,29.523755023926793,4.363787969322462,0.6754926172763417,19.081632653061224
3.0,6.312312369758947,43.45365774211284,11.105807850200534,6.144508366864772,19.081632653061224
4.0,10.046362313224048,53.37801483606592,23.08674531626167,32.89209616429462,19.081632653061224
5.0,12.46619056309494,59.70360012988135,39.77379364032567,103.50902716060114,19.081632653061224
6.0,12.598864431782905,64.5923317260211,58.33909249352142,216.84466709892058,19.081632653061224
7.0,10.871896873825463,70.44512271860509,75.64227711825473,346.44671755061927,19.081632653061224
8.0,8.153434943282626,78.85933822620683,89.5941838255521,463.71422851319915,19.081632653061224
9.0,5.329460673311844,90.44847284105865,99.3928495418756,551.6325993334557,19.081632653061224
10.0,3.14372471445888,104.87978262902921,105.4740473218795,608.2207631731609,0.0
11.0,1.7669202575842777,119.53418654560204,108.9699250499719,641.4045985098942,0.0
12.0,0.9787333701850193,118.04401028491286,110.918427122675,660.0958645554078,0.0
13.0,0.5395471576727975,117.22054934864069,111.99516193361829,670.481486260618,0.0
14.0,0.2966820616676253,116.76720197022738,112.58794736476845,676.2162592557202,0.0
0.0,0.6173469387755102,40.20408163265306,0.0,0.0,0.0
1.0,1.8393336824263824,39.3106253406875,1.866469333291912,0.08059920140210383,0.0
2.0,4.76347819968831,36.83461707271391,7.039248680252867,1.8724719368459046,19.693877551020407
3.0,9.519503140279813,41.29851545118337,18.704626424131312,19.41861755313492,19.693877551020407
4.0,13.897096050739306,51.58422234292109,38.35496070782931,91.75328005105564,19.693877551020407
5.0,15.469914296467806,59.420378435006604,63.1173995632141,241.06314503965848,19.693877551020407
6.0,14.064178274367205,67.24029203773658,87.91110486552529,434.5519776483289,19.693877551020407
7.0,10.784332549589731,77.00259730155591,108.64700768237822,619.9756875720175,19.693877551020407
8.0,7.024161263041686,89.6529978703625,123.35156668084312,761.4441456682614,19.693877551020407
9.0,4.060211714152641,105.02858325349617,132.36601726278965,851.6236464360761,19.693877551020407
10.0,2.225243161400361,122.29644922822447,137.42994602457176,903.333097571553,0.0
11.0,1.198139824795706,128.01353314087999,140.17843995403726,931.7008737773178,0.0
12.0,0.6414845918398311,127.30657682739415,141.65402443925203,947.0117744048351,0.0
13.0,0.34249200044347816,126.92861071812789,142.44293058550818,955.2202498945722,0.0
14.0,0.18258933797916918,126.72696474831358,142.86381460240204,959.6058930504477,0.0
0.0,0.7602040816326531,45.91836734693878,0.0,0.0,0.0
1.0,1.9141143764556663,44.93535705335225,1.5991499982104413,0.07637006340071428,11.326530612244898
2.0,4.408003876496271,45.34454371167346,5.445699389353575,1.2004047047372728,11.326530612244898
3.0,8.6231479106663,51.66956589718001,13.581432771597255,10.769047562231066,11.326530612244898
4.0,13.457148205276154,54.322218919398196,27.689681352073706,55.331509943793534,11.326530612244898
5.0,16.834281247208605,53.64426667599316,47.21496460203044,169.67881535568202,11.326530612244898
6.0,17.857446383705128,51.24210526598327,69.54534066005401,356.9149807868821,11.326530612244898
7.0,16.99522186258524,48.83005687873178,91.89286610534306,587.3658271878509,11.326530612244898
8.0,15.068785638787078,47.56068327676123,112.38249670914288,826.3777227138344,0.0
9.0,12.793489696074769,39.08302910973476,130.1236250206878,1049.7114958711982,0.0
10.0,10.597325015932462,29.94038322346193,145.0020761195221,1245.9405162620585,0.0
11.0,8.59544420181317,22.44987114558976,157.1975521219229,1411.3748743127067,0.0
12.0,6.853541356095238,16.430036262308974,167.00514815735104,1546.3862233793777,0.0
13.0,5.38786140727645,11.668327985152207,174.77073081852015,1653.6112681982727,0.0
14.0,4.18265740274008,7.9534937459740505,180.83847709015123,1736.5908399465277,0.0
0.0,0.6377551020408163,39.38775510204081,0.0,0.0,0.0
1.0,1.7596767331437484,38.5280407408776,1.5581891741849512,0.0854355568288807,11.938775510204081
2.0,4.3200480350230235,38.7311595156132,5.606126893705409,1.6092625643264258,11.938775510204081
3.0,8.600099814712605,45.76285698062254,14.498929324203345,15.15306007085573,11.938775510204081
4.0,13.129010583057207,49.24196581704296,29.82798216505632,73.21962446854067,11.938775510204081
5.0,15.86887489530228,49.818920640720066,50.41499972160747,204.75841445857023,11.938775510204081
6.0,16.314060822920034,49.184687689797485,73.19671246341571,398.22250744779814,11.938775510204081
7.0,15.128350980501,48.89258013831316,95.3587673773708,618.5671629053375,11.938775510204081
8.0,13.118424032866182,49.881076294639435,115.20028515974414,834.8994407537554,11.938775510204081
9.0,10.845032804189962,52.55198518790212,131.99273880744107,1028.7815128523432,0.0
10.0,8.611928610057822,56.855732212468396,145.60559285891645,1191.952374312491,0.0
11.0,6.721336704242177,50.96007068131026,156.2873977451865,1323.1237497744814,0.0
12.0,5.249987862906268,46.35555553595123,164.63072407738295,1427.1505262970163,0.0
13.0,4.091917406485745,42.76260751556799,171.14171656847114,1509.177096006116,0.0
14.0,3.180171977396879,39.96626373139646,176.2095735657846,1573.4842264771685,0.0
0.0,0.7908163265306123,66.3265306122449,0.0,0.0,0.0
1.0,2.2233342240594665,64.9018084421659,2.1935506074183553,0.10039522832607903,15.408163265306122
2.0,5.189819500047023,74.46646692324572,7.801298168106945,2.471584704867094,15.408163265306122
3.0,8.648482942575908,82.75195820225221,18.766174317262404,20.810314349562002,15.408163265306122
4.0,9.89213218339913,88.4608121252639,33.69689018464,75.25006587798005,15.408163265306122
5.0,8.48011217599898,94.35032349278423,48.349000665586715,155.21180957123823,15.408163265306122
6.0,6.030387208242467,102.35264420922908,59.74842585087358,231.3966660922219,15.408163265306122
7.0,3.83431965046864,112.78820578337245,67.40216019026191,288.11890538017957,15.408163265306122
8.0,2.2927149728665563,125.13254274305397,72.1177330616482,325.0105400678119,0.0
9.0,1.3293309225353016,124.74568445028515,74.89252493334618,347.3566646464407,0.0
10.0,0.7591389409901108,123.70828935213474,76.48915967702284,360.4174988213081,0.0
11.0,0.42989727933843275,123.11833121458756,77.39715527981402,367.9092782306117,0.0
12.0,0.2423196690989927,122.78502933027806,77.91013594557718,372.1621491359598,0.0
13.0,0.13623546663299246,122.59740576605402,78.1989052220856,374.56258244285425,0.0
14.0,0.07648346178436398,122.49199994699927,78.36113418904017,375.91314072661186,0.0
0.0,0.6683673469387755,48.36734693877551,0.0,0.0,0.0
1.0,1.8479761959252934,47.04285822396751,1.7487860554820465,0.053284488379758264,10.306122448979592
2.0,4.5642475791718695,49.47633429246047,6.311671256918155,1.1745834254072027,10.306122448979592
3.0,9.101866917551046,52.15436152007848,16.382654836909964,12.400110906230712,10.306122448979592
4.0,13.763741305573545,49.36912447968168,33.66660265814613,64.33322629187558,10.306122448979592
5.0,16.39181066854337,42.317330231004384,56.58603621625323,186.9762484824127,10.306122448979592
6.0,16.588673250600085,33.707503700984184,81.56847238120447,370.7059655837582,10.306122448979592
7.0,15.121065257143862,25.915780610616988,105.47928252536023,580.4291461413053,10.306122448979592
8.0,12.880994022025028,20.30896088097011,126.51381224589683,784.4388717931332,10.306122448979592
9.0,10.494696740233675,17.375999828551723,144.02257896315942,964.694945425899,0.0
10.0,8.276399606720522,7.512392125109961,158.0615217586803,1113.2574886158345,0.0
