X:VCD, X:Glc, X:Lac, X:Titer, W:Feed
4.9882,19.64,170.75,1332.3,0
3.693,15.513,176.95,1395.8,0
2.7091,12.473,181.53,1439.6,0
0.45737,56.294,0,0,0
1.4489,55.465,1.245,0.031194,0
4.1171,52.98,4.9754,0.81412,0
9.2632,46.74,14.345,11.173,0
15.063,34.99,32.002,68.666,16.554
18.304,35.272,56.445,213.37,16.554
18.27,34.072,83.114,428.44,16.554
16.182,34.008,108.08,664.95,16.554
13.319,36.399,129.35,884.65,0
10.492,25.012,146.46,1068.8,0
8.0308,16.177,159.75,1212.7,0
6.0064,9.5016,169.8,1319,0
4.3935,4.5767,177.24,1392.2,0
3.101,1.072,182.61,1434.1,0
1.9785,2.5819e-12,186.24,1432.7,0
0.24927,77.398,0,0,0
0.80237,76.943,0.68364,0.0068698,0
2.4085,75.528,2.8076,0.17463,8.1445
6.0441,79.798,8.6218,3.0469,8.1445
10.983,79.761,20.902,26.152,8.1445
14.119,75.622,39.339,103.62,8.1445
14.376,69.906,60.144,238.12,8.1445
12.941,64.865,79.937,398.62,8.1445
10.876,61.564,97.119,556.28,0
8.9102,52.104,111.32,695.96,0
7.2342,44.383,122.92,814.41,0
5.79,38.157,132.27,911.64,0
4.571,33.209,139.7,989.14,0
3.5674,29.325,145.53,1049.3,0
2.7588,26.309,150.07,1094.9,0
0.93783,65.289,0,0,0
2.8979,63.604,2.529,0.14422,0
7.3446,58.912,9.5728,4.0805,0
13.491,48.932,24.557,38.275,0
17.961,33.602,47.584,153.19,9.224
18.954,24.868,74.566,353.7,9.224
17.301,16.582,100.9,591.76,9.224
14.434,10.583,123.82,818.67,9.224
11.365,7.505,142.37,1008,0
8.1006,1.3013e-16,156.53,1106.3,0
5.1218,4.2132e-21,165.89,1100.4,0
3.2226,8.484e-21,171.79,1094.6,0
2.0218,1.0896e-20,175.5,1088.9,0
1.2662,1.2306e-20,177.83,1083.2,0
0.79216,1.3136e-20,179.28,1077.6,0
0.59607,60.658,0,0,0
1.8758,59.58,1.6188,0.052465,0
5.1454,56.419,6.3643,1.4833,18.381
10.652,67.316,17.594,17.786,18.381
15.061,73.096,36.51,89.217,18.381
15.424,76.527,58.95,229.75,18.381
12.679,81.265,79.428,394.65,18.381
8.8693,89.296,94.962,536.26,18.381
5.5006,100.86,105.2,635.1,18.381
3.1801,115.16,111.32,695.24,0
1.7898,112.84,114.8,728.94,0
0.99851,111.54,116.76,746.76,0
0.55448,110.81,117.84,755.49,0
0.30715,110.41,118.45,759.1,0
0.16991,110.19,118.78,759.86,0
0.56085,75.52,0,0,0
1.7709,74.51,1.5263,0.040016,17.7
4.8255,89.231,5.9988,1.1955,17.7
9.5951,100.05,16.322,14.534,17.7
12.766,106.75,32.836,70.706,17.7
12.26,112.18,51.251,175.04,17.7
9.5896,119.31,67.107,290.92,17.7
6.6628,129.24,78.766,387.7,17.7
4.3291,141.73,86.592,456.9,17.7
2.7082,156.1,91.579,502.2,17.7
1.6579,171.75,94.666,530.28,17.7
1.0023,188.2,96.543,546.97,0
0.60152,187.45,97.674,556.48,0
0.35942,186.99,98.351,561.58,0
0.2142,186.73,98.755,564.01,0
0.46729,51.816,0,0,0
1.4773,50.97,1.2706,0.03487,0
4.1855,48.441,5.0679,0.87349,18.836
9.3332,60.955,14.559,11.486,18.836
14.539,68.166,32.011,67.89,18.836
16.179,71.927,54.64,199.24,18.836
14.217,75.966,76.851,372.62,18.836
10.517,82.873,94.756,534.63,18.836
6.7472,93.476,107.11,654.69,18.836
3.9223,107.29,114.66,729.86,18.836
2.175,123.27,118.93,772.07,18.836
1.1842,140.54,121.28,794.08,0
0.64007,139.7,122.55,804.63,0
0.34482,139.24,123.24,808.88,0
0.18543,138.99,123.61,809.71,0
0.62484,43.44,0,0,0
1.9509,42.315,1.6891,0.073268,0
5.3067,39.045,6.6008,1.766,0
11.021,31.342,18.171,20.066,7.5711
16.411,25.59,38.189,100.41,7.5711
18.635,16.088,63.86,269.71,7.5711
17.624,6.1246,90.291,490.51,7.5711
13.661,0.067002,113.31,635.53,7.5711
9.1567,0.22759,129.51,660.62,0
5.9126,-1.6348e-21,140.2,659.32,0
3.787,4.2423e-21,147.08,657.24,0
2.4152,7.5121e-21,151.47,655.17,0
1.5362,9.4209e-21,154.27,653.11,0
0.97555,1.0562e-20,156.04,651.07,0
0.61889,1.1266e-20,157.17,649.04,0
0.51233,49.563,0,0,0
1.6142,48.637,1.3909,0.043721,0
4.52,45.89,5.5156,1.0919,0
9.8972,39.139,15.654,13.955,16.012
15.584,42.805,34.195,79.075,16.012
18.424,42.225,59.112,232.57,16.012
18.045,40.542,85.686,451.64,16.012
15.779,40.246,110.18,686.59,16.012
12.857,42.513,130.82,901.25,16.012
9.9707,47.599,147.23,1079.1,16.012
7.3879,55.315,159.69,1216.3,0
5.3579,49.259,168.78,1315.6,0
3.9008,44.857,175.39,1385.6,0
2.8387,41.653,180.2,1433.8,0
2.0625,39.323,183.7,1466,0
0.13689,27.258,0,0,0
0.43235,27.011,0.37061,0.01031,0
1.3192,26.246,1.521,0.091667,0
3.6591,24.022,4.8641,1.0343,0
8.2378,18.494,13.177,10.478,13.306
13.75,21.228,29.075,59.181,13.306
17.285,19.428,51.79,185.41,13.306
17.717,15.754,77.332,381.41,13.306
15.968,12.829,101.76,602.71,13.306
13.307,12.11,122.89,811.11,13.306
10.582,14.011,140.06,989,13.306
8.1785,18.372,153.52,1132.5,0
6.1868,11.533,163.81,1242.1,0
4.5842,6.4217,171.53,1320.2,0
3.3147,2.6973,177.18,1370.8,0
0.40485,63.702,0,0,0
1.2886,62.966,1.1047,0.021896,0
3.7102,60.741,4.445,0.59207,0
8.5608,55.04,13.003,8.6979,0
14.368,43.993,29.6,57.729,15.625
17.907,43.871,53.248,190.39,15.625
18.14,41.981,79.551,396.54,15.625
16.203,41.026,104.45,628.82,15.625
13.392,42.434,125.8,847.37,15.625
10.501,46.616,142.99,1032,0
8.0099,37.787,156.25,1177.3,0
6.0341,31.094,166.3,1286.9,0
4.4948,26.082,173.83,1367.1,0
3.3186,22.365,179.42,1424,0
2.4336,19.631,183.53,1462.8,0
0.42836,37.717,0,0,0
1.3466,36.945,1.1602,0.039341,0
3.8316,34.637,4.6263,0.78585,0
8.7511,28.789,13.412,10.115,13.915
14.562,31.465,30.298,62.41,13.915
18.061,29.477,54.192,199.05,13.915
18.287,25.746,80.709,408.44,13.915
16.351,22.955,105.82,642.65,13.915
13.558,22.518,127.4,862.33,13.915
10.73,24.817,144.86,1048.6,13.915
8.2384,29.678,158.46,1197.1,13.915
6.1868,36.712,168.8,1310.1,0
4.5805,31.587,176.5,1392.7,0
3.3664,27.807,182.17,1450.9,0
2.4597,25.037,186.34,1490.5,0
0.53521,48.553,0,0,0
1.6835,47.586,1.4519,0.048665,0
4.6862,44.73,5.7407,1.2128,0
10.146,37.774,16.188,15.131,5.2802
15.789,30.484,35.069,83.75,5.2802
18.522,19.038,60.209,241.49,5.2802
17.899,6.6771,86.783,458.93,5.2802
13.648,0.033514,110.08,579.54,5.2802
9.0501,0.074782,126.21,590.13,5.2802
6.0186,0.26684,136.9,608.63,5.2802
4.1775,1.1621,144.12,644.44,0
2.732,3.0824e-13,149.07,651.75,0
1.7405,3.2106e-13,152.24,649.72,0
1.1068,3.2893e-13,154.25,647.7,0
0.70302,3.3337e-13,155.53,645.69,0
0.65999,18.988,0,0,0
1.9907,17.826,1.7485,0.17578,0
5.2156,14.566,6.6536,2.5691,0
10.367,7.192,17.767,23.385,0
11.635,0.00057572,34.928,65.813,19.42
12.647,8.1722,52.241,167.23,19.42
13.053,15.207,70.9,306.39,19.42
12.294,22.416,89.266,465.15,19.42
10.814,30.726,105.96,624.01,19.42
9.0331,40.621,120.27,768.59,19.42
7.1876,52.262,131.95,890.84,19.42
5.3104,65.682,140.96,986.49,0
3.7455,61.394,147.4,1054.4,0
2.6829,58.342,151.98,1101.2,0
1.9376,56.147,155.28,1133.3,0
0.86717,44.906,0,0,0
2.6752,43.352,2.3333,0.14549,0
6.9007,38.985,8.8908,3.6324,12.008
13.072,41.456,23.212,34.44,12.008
17.779,38.422,45.803,142.94,12.008
18.996,32.53,72.691,338.98,12.008
17.505,26.893,99.205,577.6,12.008
14.759,23.395,122.51,811.16,12.008
11.784,22.7,141.61,1013.4,12.008
9.0901,24.744,156.59,1176.2,12.008
6.8546,29.152,168.01,1301.3,12.008
5.0824,35.475,176.55,1393.7,0
3.7274,31.284,182.84,1459.4,0
2.7182,28.22,187.45,1504.4,0
1.9736,25.99,190.8,1533.9,0
0.41473,23.117,0,0,0
1.2806,22.378,1.1112,0.064516,0
3.5952,20.204,4.3798,0.90346,11.574
8.2582,26.288,12.632,9.387,11.574
14.027,27.141,28.742,56.739,11.574
17.72,23.247,51.99,185.26,11.574
18.149,17.408,78.173,387.29,11.574
16.296,12.38,103.16,615.05,11.574
13.491,9.6899,124.66,827.01,11.574
10.634,9.764,142,1004.7,11.574
8.1519,12.399,155.46,1146.2,0
6.103,5.6275,165.68,1251.8,0
4.3662,0.72006,173.2,1315.4,0
2.7603,3.5597e-13,178.26,1311.8,0
1.7255,3.6406e-13,181.43,1303.6,0
0.67466,73.76,0,0,0
2.1159,72.54,1.831,0.062337,0
5.6532,69.02,7.1152,1.8967,0
11.276,60.986,19.175,21.628,15.137
15.951,62.825,39.133,102.98,15.137
17.134,61.813,63.376,263.02,15.137
15.567,61.111,87.153,463.75,15.137
12.728,62.623,107.61,659.98,15.137
9.5628,67.066,123.66,824.64,15.137
6.5357,74.506,135.21,946.78,15.137
3.9689,84.655,142.7,1025.9,0
2.2869,81.732,147.09,1070.4,0
1.3363,80.036,149.63,1093.9,0
0.78797,79.041,151.13,1105.3,0
0.4673,78.452,152.01,1109.5,0
0.82862,45.995,0,0,0
2.5628,44.508,2.2321,0.12964,0
6.6669,40.307,8.5414,3.2755,0
12.787,31.034,22.47,32.274,14.668
17.611,30.892,44.717,137.09,14.668
18.985,27.746,71.482,329.75,14.668
17.582,24.735,98.051,566.93,14.668
14.87,23.805,121.5,800.88,14.668
11.899,25.657,140.76,1004.8,14.668
9.1906,30.252,155.9,1169.9,14.668
6.9215,37.235,167.44,1296.9,0
5.1304,31.497,176.06,1390.3,0
3.7712,27.262,182.42,1456.6,0
2.7539,24.161,187.08,1502.1,0
2.001,21.902,190.48,1532,0
0.87406,70.169,0,0,0
2.7104,68.596,2.361,0.1181,0
6.9367,64.185,8.9827,3.4455,0
12.929,54.684,23.245,33.703,0
17.508,39.86,45.508,140,5.3207
18.772,27.526,72.029,332.32,5.3207
17.326,15.401,98.262,566.19,5.3207
14.475,5.4675,121.26,788.71,5.3207
10.541,0.05441,139.49,908.51,5.3207
6.86,0.16831,151.83,921.2,5.3207
4.5938,0.80809,159.93,949.91,0
2.9338,3.3507e-13,165.29,951.09,0
1.8482,3.4737e-13,168.67,946.76,0
1.1623,3.5483e-13,170.8,942.48,0
0.73023,3.5805e-13,172.14,938.24,0
0.39552,77.029,0,0,0
1.2615,76.315,1.0808,0.018027,14.235
3.6076,88.376,4.3432,0.51883,14.235
7.97,97.177,12.499,7.605,14.235
11.998,101.64,27.158,46.866,14.235
12.683,103.74,45.371,137.76,14.235
10.57,106.68,62.324,253.91,14.235
7.6362,112.18,75.435,359.26,14.235
5.0714,120.37,84.506,438.23,14.235
3.2082,130.69,90.383,491.33,14.235
1.9743,142.48,94.048,524.78,0
1.1963,140.99,96.286,544.91,0
0.71846,140.09,97.636,556.54,0
0.42926,139.55,98.445,562.91,0
0.25569,139.23,98.928,566.1,0
0.18971,50.086,0,0,0
0.60874,49.741,0.51881,0.0068573,0
1.8605,48.659,2.1431,0.11205,6.63
4.9995,52.195,6.7893,1.7936,6.63
10.398,51.566,17.688,18.243,6.63
15.664,45.548,36.679,90.81,6.63
18.123,35.715,61.403,248.97,6.63
17.639,25.015,87.442,466.49,6.63
15.401,15.736,111.36,695,6.63
12.524,9.0011,131.5,898.47,6.63
9.6774,5.0732,147.45,1059.3,6.63
7.2053,3.7339,159.55,1176,6.63
5.2721,4.4945,168.46,1259.9,0
3.7129,0.32324,174.92,1308.7,0
2.3314,3.5898e-13,179.2,1301.8,0
0.35607,67.749,0,0,0
1.1373,67.105,0.97314,0.015928,9.8745
3.3082,75.004,3.9378,0.41854,9.8745
7.6577,79.776,11.597,6.4079,9.8745
12.401,79.908,26.219,43.625,9.8745
14.407,76.652,45.929,141.61,9.8745
13.588,72.931,66.335,285.42,9.8745
11.413,70.756,84.421,438.34,9.8745
8.8902,70.889,99.044,574.71,0
6.7896,63.429,110.24,684.78,0
5.2744,57.679,118.88,771.84,0
4.1224,53.196,125.61,840.36,0
3.2233,49.691,130.87,893.75,0
2.5156,46.953,134.98,934.83,0
1.9583,44.819,138.18,965.96,0
0.24112,73.186,0,0,0
0.77614,72.746,0.66118,0.0067995,0
2.3381,71.375,2.7191,0.16451,0
5.9684,67.586,8.4073,2.9001,0
11.442,59.3,20.849,26.26,6.8348
16.031,52.765,40.922,112.94,6.8348
17.725,43.173,65.588,280.34,6.8348
16.876,33.262,90.74,496.5,6.8348
14.621,24.937,113.52,717.98,6.8348
11.92,19.054,132.64,915.8,0
9.3097,8.9203,147.9,1076.3,0
6.919,1.2384,159.57,1187.7,0
4.4288,-5.3348e-17,167.66,1191.2,0
2.7843,-6.156e-17,172.76,1184.5,0
1.7461,-6.6346e-17,175.97,1177.8,0
0.96511,42.87,0,0,0
2.959,41.146,2.5898,0.18973,0
7.476,36.368,9.7662,4.6119,0
13.697,26.225,25.004,41.197,0
17.966,10.78,48.24,160.41,19.183
18.592,12.245,74.932,358.98,19.183
16.853,14.351,100.65,589.48,19.183
14.12,18.677,123,811.92,19.183
11.268,25.715,141.26,1005,19.183
8.6951,35.362,155.59,1161.3,19.183
6.5056,47.288,166.49,1281.2,19.183
4.6223,61.153,174.47,1367.8,0
3.169,57.465,180.01,1425.1,0
2.1981,54.921,183.83,1461.5,0
1.5339,53.152,186.49,1483.4,0
0.72824,18.119,0,0,0
2.1826,16.84,1.9234,0.21915,0
5.6156,13.3,7.2518,3.1981,0
10.783,5.5052,19.01,27.806,14.761
15.064,7.8049,37.835,110.51,14.761
16.776,7.1475,61.115,261.74,14.761
15.935,6.1669,84.906,452.73,14.761
13.753,6.7338,106.37,645.58,14.761
11.263,9.5652,124.38,820.59,14.761
8.9417,14.692,138.89,969.83,14.761
6.9469,21.877,150.28,1090.8,14.761
5.3056,30.793,159.06,1184.8,0
3.9996,26.36,165.73,1255,0
2.9893,23.034,170.72,1305.6,0
2.2196,20.556,174.45,1340.9,0
0.79937,35.657,0,0,0
2.4595,34.229,2.1459,0.14208,0
6.4069,30.198,8.2015,3.1679,0
12.38,21.257,21.64,30.63,0
16.98,6.9477,43.188,131.41,18.142
17.991,8.1726,68.73,310.3,18.142
16.601,9.6685,93.841,524.91,18.142
14.112,13.092,116.02,737.66,18.142
11.412,19.027,134.39,926.91,18.142
8.9275,27.454,148.99,1083.6,0
6.819,19.945,160.28,1205.9,0
5.1169,14.265,168.83,1296.5,0
3.785,10.037,175.19,1360.9,0
2.765,6.9342,179.88,1404.6,0
1.9952,4.6867,183.28,1432.3,0
0.3285,62.287,0,0,0
1.0499,61.689,0.89775,0.014551,0
3.0881,59.857,3.6481,0.36304,0
7.4768,54.991,10.954,5.7356,13.847
13.207,58.889,25.889,42.964,13.847
16.873,58.042,47.949,155,13.847
17.246,55.294,72.863,339.16,13.847
15.445,53.347,96.574,552.1,13.847
12.744,53.642,116.92,754.78,13.847
9.9046,56.635,133.22,926.28,13.847
7.2688,62.269,145.55,1059.3,13.847
4.9443,70.285,154.3,1153.8,13.847
3.0132,80.352,159.97,1213.1,0
1.7406,78.131,163.3,1245.1,0
1.0195,76.839,165.24,1260.4,0
0.59357,43.774,0,0,0
1.8568,42.711,1.6058,0.065446,15.406
5.0975,54.989,6.303,1.5003,15.406
10.638,62.958,17.467,17.584,15.406
15.466,65.621,36.596,89.858,15.406
16.775,65.27,60.25,239.59,15.406
15.173,65.186,83.502,430.89,15.406
12.208,67.401,103.3,617.38,15.406
8.891,72.686,118.5,770.8,15.406
5.7941,81.084,129.02,880.28,15.406
3.3597,92.167,135.5,947.63,15.406
1.7948,105.17,139.11,983.44,0
0.93436,103.9,141.01,1000,0
0.48549,103.24,142,1006.3,0
0.25203,102.9,142.51,1007.3,0
0.38297,66.785,0,0,0
1.2212,66.088,1.0459,0.018761,0
3.5345,63.974,4.2198,0.51229,0
8.2393,58.514,12.417,7.7346,13.006
13.842,60.852,28.433,52.615,13.006
16.985,58.798,51.04,174.89,13.006
16.966,55.312,75.802,363.73,13.006
15.026,52.877,98.984,575.13,13.006
12.344,52.734,118.73,773.26,0
9.7908,42.156,134.61,940.78,0
7.635,33.833,147.11,1075.3,0
5.8549,27.398,156.78,1179.3,0
4.4293,22.499,164.14,1257.2,0
3.3158,18.814,169.68,1313.5,0
2.4623,16.067,173.82,1353.1,0
0.844,11.116,0,0,0
2.4213,9.6725,2.1756,0.48531,0
5.8139,5.8982,7.8742,5.4977,17.46
11.014,15.424,19.829,30.886,17.46
15.843,19.866,39.41,114.83,17.46
17.866,20.931,64.063,279.21,17.46
17.143,21.452,89.531,494.91,17.46
14.894,23.495,112.71,718.35,17.46
12.167,27.981,132.2,920.45,0
9.5495,17.603,147.81,1087.4,0
7.2736,9.5895,159.87,1215.5,0
5.3781,3.5944,168.94,1305.6,0
3.6694,9.7776e-07,175.46,1341,0
2.2968,3.5991e-13,179.68,1332.4,0
1.4349,3.6559e-13,182.32,1324,0
0.19769,12.559,0,0,0
0.59416,12.214,0.52009,0.05498,16.239
1.757,27.424,2.0686,0.23859,16.239
4.7228,40.747,6.4485,1.8457,16.239
10.004,50.065,16.842,16.67,16.239
15.282,54.026,35.277,84.067,16.239
17.594,54.217,59.371,234.02,16.239
16.849,53.746,84.46,440.32,16.239
14.406,54.914,107.09,655.71,16.239
11.373,58.773,125.67,846.99,16.239
8.3202,65.578,139.84,998.48,16.239
5.495,75.218,149.74,1105.5,16.239
3.1725,87.352,155.9,1170.4,0
1.7262,85.075,159.32,1203.5,0
0.94815,83.83,161.19,1218.4,0
0.36385,53.192,0,0,0
1.1575,52.531,0.9919,0.020607,0
3.3705,50.522,4.0081,0.4846,0
8.0079,45.265,11.902,7.1794,14.388
13.882,49.118,27.72,50.333,14.388
17.637,48.124,50.817,174.19,14.388
18.072,45.153,76.884,373.68,14.388
16.264,42.957,101.79,602.89,14.388
13.52,43.032,123.28,821.12,14.388
10.662,45.837,140.68,1007.1,14.388
8.0655,51.273,154.12,1154.2,14.388
5.8265,59.027,164.08,1263.3,14.388
3.9133,68.768,171.05,1337.9,0
2.527,65.734,175.61,1383.7,0
1.6608,63.756,178.58,1410.1,0
0.25997,38.2,0,0,0
0.82513,37.73,0.70686,0.016184,0
2.4569,36.283,2.8789,0.25865,8.7768
6.2529,41.091,8.8401,3.6255,8.7768
12.019,41.173,21.898,30.259,8.7768
16.81,35.92,42.97,126.08,8.7768
18.425,27.545,68.738,306.81,8.7768
17.283,19.052,94.699,533.97,8.7768
14.712,12.457,117.83,759.44,8.7768
11.765,8.5865,136.9,953.38,0
8.5855,7.7676e-11,151.68,1068.5,0
5.4453,2.8979e-21,161.62,1063.1,0
3.4351,7.6407e-21,167.9,1057.7,0
2.1601,1.0265e-20,171.86,1052.3,0
1.3557,1.1812e-20,174.35,1047,0
0.9846,72.124,0,0,0
3.0341,70.357,2.653,0.15565,0
7.5686,65.483,9.9693,4.4566,18.028
13.216,73.449,25.069,39.68,18.028
15.712,77.24,46.438,144.98,18.028
14.177,80.678,68.339,301.6,18.028
10.622,86.736,86.304,455.67,18.028
6.9422,96.384,98.882,573.44,18.028
4.1489,109.18,106.74,649.75,18.028
2.3703,124.15,111.32,694.38,18.028
1.3279,140.45,113.92,718.82,18.028
0.73737,157.52,115.36,731.39,0
0.40769,156.98,116.16,737.19,0
0.22489,156.69,116.61,739.22,0
0.12389,156.52,116.85,739.16,0
0.69952,45.391,0,0,0
2.1777,44.133,1.8892,0.090237,0
5.8268,40.512,7.327,2.2546,10.785
11.741,42.97,19.829,24.119,10.785
16.935,39.8,40.786,113.4,10.785
18.845,33.152,66.97,292.53,10.785
17.814,26.192,93.634,524.43,10.785
15.259,21.067,117.55,759.36,10.785
12.301,18.656,137.39,966.57,10.785
9.5477,19.012,153.08,1135.2,10.785
7.2349,21.8,165.1,1265.8,0
5.3907,15.792,174.14,1362.5,0
3.9622,11.35,180.83,1430.8,0
2.8789,8.1079,185.72,1476.9,0
2.0698,5.769,189.25,1506,0
0.49327,78.842,0,0,0
1.5641,77.946,1.3448,0.029061,0
4.3642,75.285,5.3379,0.89775,0
9.3847,68.825,15.035,12.111,10.065
14.321,67.358,32.344,69.05,10.065
16.402,62.432,54.847,200.37,10.065
15.85,56.869,78.308,384.81,10.065
13.9,52.599,99.83,582.88,10.065
11.462,50.489,118.11,766.23,10.065
9.0497,50.734,132.86,921.15,10.065
6.8993,53.176,144.3,1044,0
5.1801,47.424,152.94,1136.7,0
3.8855,43.106,159.42,1205.1,0
2.9051,39.873,164.28,1254.6,0
2.1648,37.459,167.9,1289.4,0
0.23297,41.182,0,0,0
0.74214,40.759,0.63465,0.012305,0
2.2309,39.452,2.5978,0.19575,0
5.7837,35.812,8.0645,2.9234,8.4817
11.437,36.131,20.327,25.828,8.4817
16.449,31.057,40.69,113.58,8.4817
18.365,22.587,66.164,286.97,8.4817
17.383,13.777,92.176,510.1,8.4817
14.792,6.8145,115.46,731.2,8.4817
11.626,2.7454,134.51,910.7,8.4817
8.5753,1.8039,148.99,1032,8.4817
6.2476,3.3864,159.57,1123.1,0
4.2205,3.433e-13,167.13,1157.1,0
2.6544,3.4739e-13,171.99,1150.7,0
1.6655,3.5653e-13,175.05,1144.4,0
0.50167,48.368,0,0,0
1.5808,47.461,1.3618,0.042694,0
4.4367,44.768,5.4056,1.0465,0
9.7674,38.123,15.386,13.44,10.872
15.488,36.768,33.75,77.168,10.872
18.461,31.086,58.618,229.38,10.872
18.21,24.172,85.345,448.4,10.872
16.002,18.563,110.13,683.74,10.872
13.099,15.491,131.1,898.12,10.872
10.263,15.21,147.89,1075.8,0
7.7844,6.6195,160.84,1212.2,0
5.591,0.35109,170.46,1295,0
3.5152,-6.0835e-17,176.91,1288.5,0
2.1985,-6.685e-17,180.95,1280.6,0
1.3725,-7.0375e-17,183.48,1272.8,0
0.71691,59.265,0,0,0
2.2404,57.972,1.9414,0.080719,0
5.9752,54.25,7.5293,2.2742,0
11.916,45.76,20.277,24.997,0
17.057,31.665,41.451,116.87,7.8376
18.872,22.003,67.748,298.46,7.8376
17.688,12.16,94.349,529.02,7.8376
14.852,4.3964,117.91,751.3,7.8376
11.038,0.24898,136.68,890.89,7.8376
7.4351,0.68686,149.77,933.74,7.8376
5.2973,2.7208,158.81,1000.6,0
3.5526,4.5384e-13,165.2,1026,0
2.2376,3.4588e-13,169.3,1020.9,0
1.4065,3.5492e-13,171.88,1016,0
0.88296,3.5908e-13,173.49,1011,0
0.92097,53.773,0,0,0
2.8432,52.121,2.4808,0.15121,0
7.2604,47.502,9.4164,4.0379,17.081
13.427,54.663,24.306,37.597,17.081
17.595,56.575,47.078,149.83,17.081
18.044,56.295,73.143,341.81,17.081
15.959,56.933,97.829,564.56,17.081
12.807,60.176,118.6,772.82,17.081
9.4323,66.593,134.61,942.12,17.081
6.2324,76.187,145.85,1063.3,17.081
3.5884,88.62,152.83,1137.5,17.081
1.853,103.17,156.63,1175.2,0
0.92613,101.88,158.55,1191,0
0.4625,101.24,159.52,1195.4,0
0.2309,100.92,160,1194.2,0
0.18073,46.856,0,0,0
0.57932,46.527,0.49389,0.0069228,0
1.7731,45.497,2.0405,0.10467,6.4601
4.7998,48.998,6.4844,1.6249,6.4601
10.136,48.433,17.032,16.797,6.4601
15.522,42.453,35.713,86.141,6.4601
18.156,32.5,60.365,241.49,6.4601
17.761,21.551,86.528,458.25,6.4601
15.515,11.993,110.63,686.55,6.4601
12.536,5.0466,130.87,886.24,6.4601
9.393,1.1839,146.66,1025.5,0
6.0375,9.6095e-22,157.65,1030,0
3.8177,6.5461e-21,164.63,1025,0
2.4052,9.5657e-21,169.03,1019.9,0
1.512,1.1322e-20,171.81,1015,0
0.78551,76.007,0,0,0
2.4475,74.59,2.1264,0.088231,0
6.3543,70.576,8.1509,2.6668,0
12.084,61.777,21.36,27.688,11.313
16.48,59.147,42.29,120.53,11.313
17.615,53.862,67.21,292.92,11.313
16.326,48.762,91.854,507.08,11.313
13.894,45.536,113.69,721.08,11.313
11.192,44.824,131.75,909.9,11.313
8.6728,46.637,146.01,1063.9,0
6.5855,39.363,156.93,1182.9,0
4.9555,33.864,165.19,1271.8,0
3.6976,29.744,171.38,1336.5,0
2.7403,26.681,175.99,1382.1,0
2.0203,24.417,179.39,1413.1,0
0.75917,57.528,0,0,0
2.3662,56.16,2.0534,0.093553,0
6.253,52.248,7.9275,2.6017,0
12.28,43.437,21.157,27.61,0
17.303,29.039,42.792,124.74,17.771
18.94,29.163,69.308,311.17,17.771
17.712,29.201,95.952,546.33,17.771
15.069,31.203,119.65,782.01,17.771
12.086,35.961,139.2,989.39,17.771
9.2966,43.508,154.55,1157.6,17.771
6.8645,53.56,166.14,1285.7,17.771
4.7347,65.788,174.47,1376.3,0
3.1341,62.074,180.04,1434.1,0
2.1113,59.593,183.76,1469.2,0
1.4363,57.914,186.29,1489.4,0
0.64746,28.067,0,0,0
1.9912,26.915,1.7349,0.11397,18.777
5.3745,42.373,6.7207,1.9297,18.777
11.105,53.362,18.414,20.286,18.777
16.182,58.833,38.391,99.763,18.777
17.652,61.073,63.218,262.58,18.777
15.937,63.551,87.686,469.41,18.777
12.604,68.564,108.35,668.3,18.777
8.7788,77.08,123.75,826.51,18.777
5.3028,89.164,133.8,932.16,18.777
2.8626,104.11,139.53,991.6,0
1.4908,102.1,142.56,1020.8,0
0.77449,101.05,144.14,1033.6,0
0.40197,100.5,144.95,1037.8,0
0.20854,100.22,145.38,1037.4,0
0.15031,71.48,0,0,0
0.48643,71.205,0.41302,0.0029699,0
1.5089,70.333,1.7213,0.054743,13.113
4.1452,80.904,5.5379,0.98784,13.113
8.6786,87.956,14.635,11.254,13.113
12.459,90.715,30.174,59.157,13.113
12.875,91.397,48.831,159.55,13.113
10.702,93.071,65.999,282.5,13.113
7.7501,97.328,79.292,392.59,13.113
5.1275,104.31,88.488,474.58,0
3.2395,100.36,94.419,529.21,0
2.0139,97.885,98.135,563.63,0
1.2422,96.352,100.44,584.56,0
0.76317,95.408,101.85,596.87,0
0.46793,94.829,102.72,603.76,0
0.80276,36.679,0,0,0
2.4716,35.244,2.1559,0.14045,0
6.4382,31.193,8.2416,3.1791,13.692
12.485,35.88,21.766,30.326,13.692
17.415,35.009,43.641,130.66,13.692
18.936,31,70.233,319.54,13.692
17.638,27.002,96.814,555.37,13.692
14.973,25.014,120.38,789.84,13.692
12.01,25.785,139.8,995.08,13.692
9.2925,29.302,155.09,1161.6,13.692
7.0122,35.218,166.77,1290,0
5.2081,29.399,175.52,1384.7,0
3.8328,25.099,181.98,1452.1,0
2.8006,21.946,186.72,1498.4,0
2.0354,19.649,190.17,1528.9,0
0.57091,65.922,0,0,0
1.8006,64.888,1.5523,0.045204,0
4.961,61.846,6.1184,1.3191,15.25
10.33,69.858,16.98,16.288,15.25
14.767,72.827,35.414,83.641,15.25
15.525,73.249,57.672,220.37,15.25
13.419,74.46,78.745,388.61,15.25
10.129,78.375,95.76,543.77,15.25
6.7921,85.538,107.9,662.05,15.25
4.1027,95.632,115.64,739.43,15.25
2.3123,107.87,120.15,784.2,15.25
